,t,ax,ay,az,gx,gy,gz,vx,vy,vz,x,y,z
2760,0.0050107421875,0.2076941728591919,-0.2705260217189789,1.322959542274475,-0.411879301071167,-1.8534568548202515,9.316317558288574,-0.027694560172280933,-0.4364255529039426,2.4143433924873627,-0.5387439418632844,-0.4079880493780387,2.5611407959465944
2761,0.000553466796875,0.2076941728591919,-0.2705260217189789,1.322959542274475,-0.40207263827323914,-1.7357770204544067,9.34573745727539,-0.02665385821823746,-0.43778108905378643,2.420972401678193,-0.538882712164304,-0.41017486530767744,2.5732384482384427
2762,0.0045234375,0.22165681421756744,-0.27750733494758606,1.322959542274475,-0.40207263827323914,-1.7357770204544067,9.34573745727539,-0.026538906389655476,-0.43793081622449853,2.421704615858451,-0.5388974641898364,-0.4104171626047685,2.5745783760789225
2763,0.004949951171875,0.2356194406747818,-0.27925267815589905,1.322959542274475,-0.40207263827323914,-1.7357770204544067,9.34573745727539,-0.025536255644093203,-0.4391861033099255,2.427688940662958,-0.5390175112742084,-0.412398115281284,2.5855328055522198
2764,0.000343994140625,0.2356194406747818,-0.27925267815589905,1.322959542274475,-0.3824593424797058,-1.5788706541061401,9.43399715423584,-0.024369950917608532,-0.44056839043141255,2.4342375257995825,-0.5391439144927591,-0.41457206504803423,2.597549747269002
2765,0.004614013671875,0.24434609711170197,-0.2862339913845062,1.322959542274475,-0.3824593424797058,-1.5788706541061401,9.43399715423584,-0.02428889921059907,-0.440664451716452,2.434692616130409,-0.539152297613082,-0.4147236179928872,2.598387110714767
2766,0.00508740234375,0.2617993950843811,-0.2879793345928192,1.326450228691101,-0.3824593424797058,-1.5788706541061401,9.43399715423584,-0.023161482977856376,-0.4419851392660555,2.440796769545801,-0.5392643669261146,-0.4167568497978162,2.6096208157324057
2767,0.000242431640625,0.2617993950843811,-0.2879793345928192,1.326450228691101,-0.34323275089263916,-1.3631243705749512,9.561483383178711,-0.021829604121711768,-0.44345020600781454,2.447544955548112,-0.5393821987089008,-0.419005406031221,2.6220381309384106
2768,0.004703857421875,0.2652900516986847,-0.3001966178417206,1.3351768255233765,-0.34323275089263916,-1.3631243705749512,9.561483383178711,-0.021766135664846822,-0.443520021310366,2.447866529053261,-0.5393874908956423,-0.41911291239219906,2.6226314932774875
2769,0.005037353515625,0.2565633952617645,-0.30194196105003357,1.3456488847732544,-0.34323275089263916,-1.3631243705749512,9.561483383178711,-0.020518249086214357,-0.44493210339922257,2.454147010473515,-0.539489875694435,-0.42119916733619,2.6341459084179344
2770,0.000239501953125,0.2565633952617645,-0.30194196105003357,1.3456488847732544,-0.29419949650764465,-1.1375713348388672,9.659549713134766,-0.019225848565111822,-0.44645309179823267,2.460925519614024,-0.5395932333686039,-0.4234404476314625,2.6465083144890036
2771,0.0047099609375,0.24783675372600555,-0.29845130443573,1.3543754816055298,-0.29419949650764465,-1.1375713348388672,9.659549713134766,-0.019164401130846248,-0.44652540748763453,2.461247805150148,-0.5395978379968858,-0.42354737401892684,2.6470977109574463
2772,0.005037109375,0.24085544049739838,-0.30543261766433716,1.3683381080627441,-0.29419949650764465,-1.1375713348388672,9.659549713134766,-0.017997099701919955,-0.44793110147327275,2.4676268607632177,-0.5396881015776026,-0.4256504912457949,2.658690091977211
2773,0.00017431640625,0.24085544049739838,-0.30543261766433716,1.3683381080627441,-0.26477953791618347,-1.019891619682312,9.688969612121582,-0.01678388450457076,-0.44946959897514055,2.4745193294755103,-0.5397787549372339,-0.42790676919637993,2.671119798371563
2774,0.00460546875,0.23911011219024658,-0.30368727445602417,1.3805553913116455,-0.26477953791618347,-1.019891619682312,9.688969612121582,-0.016741899449757486,-0.4495228408914034,2.4747578532570427,-0.5397816806436637,-0.427985119121592,2.6715511476882736
2775,0.005044921875,0.22514747083187103,-0.30194196105003357,1.3997540473937988,-0.26477953791618347,-1.019891619682312,9.688969612121582,-0.01564068530025632,-0.45092146314368325,2.4811159579693727,-0.5398587849383952,-0.43005538251772857,2.682948567645266
2776,0.00019189453125,0.22514747083187103,-0.30194196105003357,1.3997540473937988,-0.23535959422588348,-0.9022117853164673,9.796843528747559,-0.014504833899555675,-0.4524447367479649,2.4881776077826894,-0.5399376909738064,-0.4323302460710491,2.695465603816037
2777,0.004812744140625,0.21293017268180847,-0.31241393089294434,1.4102259874343872,-0.23535959422588348,-0.9022117853164673,9.796843528747559,-0.014461629331178283,-0.45250267775904535,2.488446212929479,-0.5399404743721085,-0.43241706774172395,2.695943071491749
2778,0.00475146484375,0.21293017268180847,-0.31241393089294434,1.4102259874343872,-0.24516624212265015,-0.7551120519638062,9.934136390686035,-0.01343685089024163,-0.4540062460744,2.495233269787461,-0.540010074493936,-0.4345948473527259,2.707919326422286
2779,0.00039208984375,0.18675023317337036,-0.31066861748695374,1.4241886138916016,-0.24516624212265015,-0.7551120519638062,9.934136390686035,-0.012425120660570402,-0.45549066988373554,2.5019339089884984,-0.5400739192185516,-0.43675204206979124,2.7197753395806368
2780,0.00478076171875,0.16057029366493225,-0.30892327427864075,1.439896583557129,-0.24516624212265015,-0.7551120519638062,9.934136390686035,-0.012351897790825184,-0.455612479893424,2.5024923188795896,-0.54007879098217,-0.4369306353353756,2.7207563224560847
2781,0.004876708984375,0.16057029366493225,-0.30892327427864075,1.439896583557129,-0.254972904920578,-0.7158854603767395,9.875296592712402,-0.011584249477703423,-0.4570893684571263,2.5093761213452184,-0.5401378424622824,-0.43910881003783486,2.7327201419356504
2782,0.000192138671875,0.12566369771957397,-0.2949606478214264,1.4503686428070068,-0.254972904920578,-0.7158854603767395,9.875296592712402,-0.010801194883963916,-0.45859589736428347,2.5163980779508224,-0.5401943354757875,-0.441337901867652,2.7449576390117905
2783,0.00516943359375,0.09948376566171646,-0.2932153046131134,1.4625859260559082,-0.254972904920578,-0.7158854603767395,9.875296592712402,-0.010777050027981183,-0.45865257071141124,2.5166767498555807,-0.5401964108030272,-0.44142601587429886,2.745441136396397
2784,0.0043515625,0.09948376566171646,-0.2932153046131134,1.4625859260559082,-0.24516624212265015,-0.8139519095420837,9.708582878112793,-0.010262775307736768,-0.46016832775727984,2.5242374906754796,-0.5402521220474833,-0.4437969898811942,2.7584509297317097
