,t,ax,ay,az,gx,gy,gz,vx,vy,vz,x,y,z
2538,0.00509716796875,0.06457718461751938,0.024434609338641167,-0.10646508634090424,0.4903324842453003,-1.2160245180130005,10.120462417602539,-0.2592616410054227,0.4072009469086758,-3.065376508267731,-0.7166107179763633,0.3832346599541322,-3.3868280150143844
2539,0.004314697265625,0.06457718461751938,0.024434609338641167,-0.10646508634090424,0.4412992298603058,-1.382737636566162,10.022396087646484,-0.25893248024847826,0.4073254942167257,-3.065919178695618,-0.7179322181084217,0.38531023157755984,-3.4024527539644853
2540,0.000603759765625,0.07155849784612656,0.02617993950843811,-0.10297442227602005,0.4412992298603058,-1.382737636566162,10.022396087646484,-0.2586538492465873,0.4074309221588257,-3.066378543312538,-0.7190494333729313,0.3870677177736761,-3.4156812670614305
2541,0.005228271484375,0.08203047513961792,0.02617993950843811,-0.11170107126235962,0.4412992298603058,-1.382737636566162,10.022396087646484,-0.2586106451046992,0.4074467285529674,-3.0664407151255966,-0.7192055981603304,0.38731370817174704,-3.417532623052059
2542,0.003984375,0.08203047513961792,0.02617993950843811,-0.11170107126235962,0.411879301071167,-1.5690639019012451,9.826263427734375,-0.258181767510677,0.4075836043841621,-3.067024718651252,-0.7205576848216871,0.38944395028404244,-3.4335648076014764
2543,0.000889892578125,0.10821041464805603,0.036651913076639175,-0.11519172787666321,0.411879301071167,-1.5690639019012451,9.826263427734375,-0.2578549273362926,0.40768791508064095,-3.0674697776070627,-0.7215863778016124,0.3910679162077606,-3.445784984214852
2544,0.005193115234375,0.14137166738510132,0.04363323003053665,-0.12391837686300278,0.411879301071167,-1.5690639019012451,9.826263427734375,-0.25775863169142144,0.407720531346062,-3.067572285870761,-0.721815840987682,0.391430714657582,-3.4485147028035685
2545,0.00396826171875,0.14137166738510132,0.04363323003053665,-0.12391837686300278,0.37265267968177795,-1.6867437362670898,9.669356346130371,-0.2570244723318149,0.40794712373765857,-3.068215808281467,-0.7231544112647104,0.3935480543602827,-3.4644449591738704
2546,0.000764404296875,0.18325957655906677,0.04886921867728233,-0.13264502584934235,0.37265267968177795,-1.6867437362670898,9.669356346130371,-0.2564634725560147,0.40812027181405414,-3.0687075488326223,-0.7241743516390466,0.395166895314685,-3.476620442510737
2547,0.005197998046875,0.2321287840604782,0.04886921867728233,-0.13613568246364594,0.37265267968177795,-1.6867437362670898,9.669356346130371,-0.2563233881482495,0.408157627654796,-3.0688089432603407,-0.7243703934194599,0.39547886420410144,-3.4789661757469172
2548,0.00403271484375,0.2321287840604782,0.04886921867728233,-0.13613568246364594,0.3628460466861725,-1.6867437362670898,9.600709915161133,-0.25511678318207964,0.40841164975803285,-3.069516576271897,-0.7257027618904228,0.3976004667554682,-3.4949178386402178
2549,0.00085302734375,0.28099802136421204,0.05061454698443413,-0.1466076523065567,0.3628460466861725,-1.6867437362670898,9.600709915161133,-0.25418067398893734,0.40860872538159515,-3.070065572659332,-0.726731575128851,0.3992474744778079,-3.507296323700486
2550,0.00491552734375,0.3159045875072479,0.057595863938331604,-0.15882496535778046,0.3628460466861725,-1.6867437362670898,9.600709915161133,-0.25394097499317403,0.40865190097416443,-3.070190632995552,-0.7269483981940164,0.3995960288934532,-3.50991517358107
2551,0.0037158203125,0.3159045875072479,0.057595863938331604,-0.15882496535778046,0.3628460466861725,-1.598483920097351,9.63012981414795,-0.25238813735526605,0.4089350150182402,-3.070971341455639,-0.7281966520002938,0.4016047684867671,-3.525006779588084
2552,0.001110107421875,0.3490658402442932,0.0593411922454834,-0.16406095027923584,0.3628460466861725,-1.598483920097351,9.63012981414795,-0.2512142926721947,0.4091490308993782,-3.071561506488047,-0.7291344809677126,0.40312429752206447,-3.53641795727777
2553,0.00513037109375,0.3822270929813385,0.06283184885978699,-0.1762782484292984,0.3628460466861725,-1.598483920097351,9.63012981414795,-0.2508267920922165,0.4092149059973128,-3.0717436317665925,-0.7294133558184891,0.4035784968979188,-3.539827720502868
2554,0.00383349609375,0.3822270929813385,0.06283184885978699,-0.1762782484292984,0.37265267968177795,-1.4611908197402954,9.747809410095215,-0.24886582526313694,0.40953725669846996,-3.0726480045967905,-0.730700190342177,0.4056779212227791,-3.5555869052386937
2555,0.001027587890625,0.404916375875473,0.06108652427792549,-0.179768905043602,0.37265267968177795,-1.4611908197402954,9.747809410095215,-0.24740055919526754,0.40977812234563704,-3.0733237665735578,-0.7316542165111912,0.40724788069657786,-3.567365889361785
2556,0.005116455078125,0.4136430323123932,0.054105207324028015,-0.18849556148052216,0.37265267968177795,-1.4611908197402954,9.747809410095215,-0.24698447203070212,0.4098408941182654,-3.073508494923491,-0.7319084423299541,0.4076689637329432,-3.5705239996482856
2557,0.00343359375,0.4136430323123932,0.054105207324028015,-0.18849556148052216,0.37265267968177795,-1.2258312702178955,9.973362922668457,-0.24486808603749638,0.4101177209810314,-3.0744729239962325,-0.7331721272860936,0.4097658962568778,-3.586249467794797
2558,0.001355224609375,0.41887903213500977,0.04886921867728233,-0.19373154640197754,0.37265267968177795,-1.2258312702178955,9.973362922668457,-0.24344780390701748,0.41030349628274165,-3.0751201411780347,-0.7340129048158863,0.41117407390040267,-3.596805958811175
2559,0.005268798828125,0.39793506264686584,0.03839724510908127,-0.19547687470912933,0.37265267968177795,-1.2258312702178955,9.973362922668457,-0.24288012873431697,0.41036972505053404,-3.0753826909373307,-0.7343428312708395,0.4117301272958776,-3.600973437303284
2560,0.00320361328125,0.39793506264686584,0.03839724510908127,-0.19547687470912933,0.3824593424797058,-0.9708583354949951,10.267561912536621,-0.2407834889425733,0.41057203241056794,-3.0764126192657235,-0.7356225178084898,0.4138922828223217,-3.6171770100213303
2561,0.001610595703125,0.3455751836299896,0.03839724510908127,-0.2042035162448883,0.3824593424797058,-0.9708583354949951,10.267561912536621,-0.23950865889080275,0.41069504233496285,-3.0770388515777194,-0.7363938949915718,0.415207596838262,-3.627032646347015
2562,0.0051416015625,0.24260076880455017,0.024434609338641167,-0.20071285963058472,0.3824593424797058,-0.9708583354949951,10.267561912536621,-0.23895207698494164,0.41075688477294736,-3.0773677408835463,-0.7367796466084426,0.4158690605087415,-3.6319885118997144
