,ax,ay,az,gx,gy,gz,x,y,z
0,0.33335787057876587,0.4747295379638672,-0.16231562197208405,-0.08825984597206116,-10.385242462158203,2.039783239364624,0.0,0.0,0.0
1,-0.006981316953897476,-0.07853981852531433,-0.008726646192371845,0.05883989855647087,-9.13979721069336,1.7750035524368286,0.33335787057876587,0.4747295379638672,-0.16231562197208405
2,-0.05585053563117981,0.22863812744617462,-0.04363323003053665,0.09806649386882782,-9.483030319213867,2.451662540435791,0.3263765536248684,0.39618971943855286,-0.1710422681644559
3,0.036651913076639175,0.4398229718208313,-0.05235987901687622,-0.09806649386882782,-10.375435829162598,2.265336036682129,0.2705260179936886,0.6248278468847275,-0.21467549819499254
4,-0.008726646192371845,0.010471975430846214,0.19198621809482574,0.04903324693441391,-8.933857917785645,1.9907499551773071,0.30717793107032776,1.0646508187055588,-0.26703537721186876
5,-0.12740904092788696,0.06283184885978699,-0.04363323003053665,0.13729310035705566,-9.179023742675781,2.451662540435791,0.2984512848779559,1.075122794136405,-0.07504915911704302
6,0.08028514683246613,0.0593411922454834,-0.013962633907794952,0.2843928337097168,-9.659549713134766,2.6674087047576904,0.17104224395006895,1.137954642996192,-0.11868238914757967
7,0.11344639956951141,0.1186823844909668,-0.0296705961227417,0.08825984597206116,-9.963556289672852,1.8730701208114624,0.2513273907825351,1.1972958352416754,-0.13264502305537462
8,-0.0872664600610733,0.02617993950843811,-0.06283184885978699,0.6080122590065002,-9.247671127319336,1.8240368366241455,0.3647737903520465,1.3159782197326422,-0.16231561917811632
9,-0.116937056183815,0.2059488445520401,0.015707962214946747,0.2059396505355835,-9.5418701171875,2.098623037338257,0.2775073302909732,1.3421581592410803,-0.2251474680379033
